,Genre
2,Genre: Hip-Hop | Tags: Hip-Hop
12351,Genre: Folk | Tags: Psych-Folk;Folk;Freak-Folk
12352,Genre: Folk | Tags: Psych-Folk;Folk;Freak-Folk
12353,Genre: Folk | Tags: Psych-Folk;Folk;Freak-Folk
12355,Genre: Folk | Tags: Psych-Folk;Folk;Freak-Folk
12376,Genre: Pop | Tags: Pop
12387,Genre: Pop | Tags: Pop
12390,Genre: Pop | Tags: Pop
12394,Genre: Hip-Hop | Tags: Hip-Hop
12481,Genre: Folk | Tags: Folk
12482,Genre: Folk | Tags: Folk
12484,Genre: Folk | Tags: Folk
12485,Genre: Folk | Tags: Folk
12486,Genre: Folk | Tags: Folk
12487,Genre: Folk | Tags: Folk
12488,Genre: Folk | Tags: Folk
12489,Genre: Folk | Tags: Folk
12490,Genre: Folk | Tags: Folk
12508,Genre: Folk | Tags: Folk
12513,Genre: Folk | Tags: Folk
12514,Genre: Folk | Tags: Folk
12518,Genre: Pop | Tags: Pop
12521,Genre: Rock | Tags: Indie-Rock;Rock
12526,Genre: Hip-Hop | Tags: Hip-Hop
12527,Genre: Pop | Tags: Pop
12530,Genre: Pop | Tags: Pop
12531,Genre: Hip-Hop | Tags: Hip-Hop
12532,Genre: Pop | Tags: Pop
12537,Genre: Pop | Tags: Pop
12551,Genre: Pop | Tags: Pop
12552,Genre: Pop | Tags: Pop;Experimental Pop
12654,Genre: Pop | Tags: Pop;Experimental Pop
12690,Genre: International | Tags: International;Reggae - Dub
12691,Genre: International | Tags: International;Reggae - Dub
12692,Genre: International | Tags: International;Reggae - Dub
12737,Genre: Experimental | Tags: Experimental
12985,Genre: Folk | Tags: Folk
12986,Genre: Folk | Tags: Folk
13191,Genre: Pop | Tags: Pop
13197,Genre: Pop | Tags: Pop
13199,Genre: Hip-Hop | Tags: Hip-Hop
13201,Genre: Hip-Hop | Tags: Hip-Hop
13218,Genre: Pop | Tags: Pop
13220,Genre: Pop | Tags: Pop
13325,Genre: Rock | Tags: Rock
13328,Genre: Pop | Tags: Pop
13362,Genre: Pop | Tags: Pop
13378,Genre: Pop | Tags: Pop
13474,Genre: Electronic | Tags: Trip-Hop;Electronic
13537,Genre: International | Tags: International;African;North African
13538,Genre: International | Tags: International;African;North African
13539,Genre: International | Tags: International;African;North African
13540,Genre: International | Tags: International;African;North African
13556,Genre: Rock | Tags: Rock
13561,Genre: Hip-Hop | Tags: Hip-Hop
13562,Genre: Electronic | Tags: Trip-Hop;Electronic
13566,Genre: Hip-Hop | Tags: Hip-Hop
13571,Genre: Electronic | Tags: Drum & Bass;Electronic
13578,Genre: Experimental | Tags: Avant-Garde;Experimental
13591,Genre: Hip-Hop | Tags: Hip-Hop
13596,Genre: Rock | Tags: Rock
13666,Genre: Rock | Tags: Rock
13668,Genre: Electronic | Tags: Electronic
13670,Genre: Hip-Hop | Tags: Hip-Hop
13706,Genre: Electronic | Tags: Chip Music;Electronic
13707,Genre: Electronic | Tags: Chip Music;Electronic
13708,Genre: Electronic | Tags: Chip Music;Electronic
13709,Genre: Electronic | Tags: Chip Music;Electronic
13710,Genre: Electronic | Tags: Chip Music;Electronic
13711,Genre: Electronic | Tags: Chip Music;Electronic
13735,Genre: Hip-Hop | Tags: Hip-Hop
13747,Genre: Hip-Hop | Tags: Hip-Hop
13748,Genre: Hip-Hop | Tags: Hip-Hop
13749,Genre: Hip-Hop | Tags: Hip-Hop
13767,Genre: Hip-Hop | Tags: Hip-Hop
13768,Genre: Hip-Hop | Tags: Hip-Hop
13804,Genre: Hip-Hop | Tags: Alternative Hip-Hop;Hip-Hop
13927,Genre: Folk | Tags: Folk
13928,Genre: Folk | Tags: Folk
13929,Genre: Folk | Tags: Folk
13930,Genre: Folk | Tags: Folk
14063,Genre: Electronic | Tags: Breakcore - Hard;Electronic
14208,Genre: Electronic | Tags: Chip Music;Electronic
14315,Genre: International | Tags: International;Balkan
14316,Genre: International | Tags: International;Balkan
14317,Genre: International | Tags: International;Balkan
14318,Genre: International | Tags: International;Balkan
14319,Genre: International | Tags: International;Balkan
14320,Genre: International | Tags: International;Balkan
14344,Genre: Electronic | Tags: Electronic
14358,Genre: Hip-Hop | Tags: Hip-Hop
14363,Genre: Hip-Hop | Tags: Alternative Hip-Hop;Hip-Hop
14365,Genre: Hip-Hop | Tags: Alternative Hip-Hop;Hip-Hop
14386,Genre: Hip-Hop | Tags: Hip-Hop
14391,Genre: Hip-Hop | Tags: Hip-Hop
14538,Genre: Hip-Hop | Tags: Hip-Hop
14539,Genre: Hip-Hop | Tags: Hip-Hop
14541,Genre: Hip-Hop | Tags: Hip-Hop
14542,Genre: Hip-Hop | Tags: Hip-Hop
14568,Genre: Instrumental | Tags: Soundtrack;Instrumental
14569,Genre: Instrumental | Tags: Soundtrack;Instrumental
14570,Genre: Instrumental | Tags: Soundtrack;Instrumental
14571,Genre: Instrumental | Tags: Soundtrack;Instrumental
14572,Genre: Instrumental | Tags: Soundtrack;Instrumental
14576,Genre: Instrumental | Tags: Soundtrack;Instrumental
14577,Genre: Instrumental | Tags: Soundtrack;Instrumental
14578,Genre: Instrumental | Tags: Soundtrack;Instrumental
14579,Genre: Instrumental | Tags: Soundtrack;Instrumental
14580,Genre: Instrumental | Tags: Soundtrack;Instrumental
14581,Genre: Instrumental | Tags: Soundtrack;Instrumental
14583,Genre: Instrumental | Tags: Soundtrack;Instrumental
14584,Genre: Instrumental | Tags: Soundtrack;Instrumental
14585,Genre: Instrumental | Tags: Soundtrack;Instrumental
14586,Genre: Instrumental | Tags: Soundtrack;Instrumental
14588,Genre: Instrumental | Tags: Soundtrack;Instrumental
14589,Genre: Instrumental | Tags: Soundtrack;Instrumental
14590,Genre: Instrumental | Tags: Soundtrack;Instrumental
14601,Genre: International | Tags: International;African;North African
14602,Genre: International | Tags: International;African;North African
14603,Genre: International | Tags: International;African;North African
14604,Genre: International | Tags: International;African;North African
14653,Genre: Rock | Tags: Indie-Rock;Rock
14661,Genre: Folk | Tags: Folk;Singer-Songwriter
14663,Genre: Pop | Tags: Synth Pop;Pop
14684,Genre: Folk | Tags: Folk;Singer-Songwriter
14690,Genre: Experimental | Tags: Experimental;Audio Collage
14693,Genre: Folk | Tags: Folk;Singer-Songwriter
14733,Genre: Rock | Tags: Rock
14734,Genre: Rock | Tags: Rock
14735,Genre: Rock | Tags: Rock
14736,Genre: Rock | Tags: Rock
14737,Genre: Rock | Tags: Rock
14738,Genre: Rock | Tags: Rock
14739,Genre: Rock | Tags: Rock
14740,Genre: Rock | Tags: Rock
14741,Genre: Rock | Tags: Rock
14742,Genre: Rock | Tags: Rock
14743,Genre: Rock | Tags: Rock
14744,Genre: Rock | Tags: Rock
14745,Genre: Rock | Tags: Rock
14809,Genre: Folk | Tags: Folk;Singer-Songwriter
14869,Genre: Electronic | Tags: Techno;Electronic
15094,Genre: Experimental | Tags: Electroacoustic;Experimental
15210,Genre: Hip-Hop | Tags: Hip-Hop
15464,Genre: Experimental | Tags: Experimental;Audio Collage
15469,Genre: Experimental | Tags: Experimental;Audio Collage
15471,Genre: Experimental | Tags: Experimental;Audio Collage
15475,Genre: Experimental | Tags: Experimental;Audio Collage
15476,Genre: Experimental | Tags: Experimental;Audio Collage
15487,Genre: International | Tags: International;South Indian Traditional;Indian
15488,Genre: International | Tags: International;South Indian Traditional;Indian
15540,Genre: Experimental | Tags: Experimental;Audio Collage
15541,Genre: Experimental | Tags: Experimental;Audio Collage
15542,Genre: Experimental | Tags: Experimental;Audio Collage
15543,Genre: Experimental | Tags: Experimental;Audio Collage
15625,Genre: Experimental | Tags: Experimental;Field Recordings
15769,Genre: Electronic | Tags: Chip Music;Electronic
15770,Genre: Electronic | Tags: Chip Music;Electronic
15771,Genre: Electronic | Tags: Chip Music;Electronic
15772,Genre: Electronic | Tags: Chip Music;Electronic
15773,Genre: Electronic | Tags: Chip Music;Electronic
15880,Genre: International | Tags: International;Asia-Far East
16095,Genre: Pop | Tags: Pop;Experimental Pop
16155,Genre: Pop | Tags: Pop;Synth Pop
16158,Genre: Pop | Tags: Pop
16162,Genre: Hip-Hop | Tags: Hip-Hop
16163,Genre: Pop | Tags: Pop
16334,Genre: International | Tags: International;Asia-Far East
16337,Genre: Pop | Tags: Pop
16338,Genre: Pop | Tags: Pop
16339,Genre: Pop | Tags: Pop
16340,Genre: Pop | Tags: Pop
16354,Genre: Rock | Tags: Rock
16743,Genre: International | Tags: Afrobeat;International;African
16744,Genre: International | Tags: Afrobeat;International;African
16745,Genre: International | Tags: Afrobeat;International;African
16747,Genre: International | Tags: Afrobeat;International;African
16819,Genre: Rock | Tags: Surf;Rock;Garage
16820,Genre: Rock | Tags: Surf;Rock;Garage
16821,Genre: Rock | Tags: Surf;Rock;Garage
16822,Genre: Rock | Tags: Surf;Rock;Garage
16878,Genre: Hip-Hop | Tags: Hip-Hop
16879,Genre: Hip-Hop | Tags: Hip-Hop
16880,Genre: Hip-Hop | Tags: Hip-Hop
16895,Genre: Pop | Tags: Pop;Experimental Pop
16994,Genre: Rock | Tags: Lo-Fi;Rock
16995,Genre: Rock | Tags: Lo-Fi;Rock
16997,Genre: Rock | Tags: Lo-Fi;Rock
17132,Genre: Folk | Tags: Folk
17344,Genre: Pop | Tags: Pop;Experimental Pop
17345,Genre: Pop | Tags: Pop;Experimental Pop
17462,Genre: Rock | Tags: Post-Punk;Punk;Indie-Rock;Rock
17491,Genre: Hip-Hop | Tags: Alternative Hip-Hop;Hip-Hop
17496,Genre: Hip-Hop | Tags: Alternative Hip-Hop;Hip-Hop
17499,Genre: Hip-Hop | Tags: Alternative Hip-Hop;Hip-Hop
17500,Genre: Hip-Hop | Tags: Alternative Hip-Hop;Hip-Hop
17573,Genre: Experimental | Tags: Experimental;Drone
17588,Genre: Electronic | Tags: Electronic
17605,Genre: International | Tags: International;Asia-Far East
17606,Genre: International | Tags: International;Asia-Far East
17607,Genre: International | Tags: International;Asia-Far East
17608,Genre: International | Tags: International;Asia-Far East
17609,Genre: International | Tags: International;Asia-Far East
17610,Genre: International | Tags: International;Asia-Far East
17611,Genre: International | Tags: International;Asia-Far East
17631,Genre: International | Tags: International;African;Indian
17632,Genre: International | Tags: International;African;Indian
17633,Genre: International | Tags: International;African;Indian
17634,Genre: International | Tags: International;African;Indian
17635,Genre: International | Tags: International;African;Indian
17636,Genre: International | Tags: International;African;Indian
17637,Genre: International | Tags: International;African;Indian
17644,Genre: Experimental | Tags: Noise;Experimental
17735,Genre: Rock | Tags: Metal;Rock;Black-Metal
17782,Genre: Hip-Hop | Tags: Hip-Hop
17884,Genre: Electronic | Tags: Chiptune;Chip Music;Electronic
17906,Genre: Pop | Tags: Synth Pop;Pop
18031,Genre: International | Tags: International;Latin America
18032,Genre: International | Tags: International;Latin America
18033,Genre: International | Tags: International;Latin America
18034,Genre: International | Tags: International;Latin America
18037,Genre: International | Tags: International;African
18038,Genre: International | Tags: International;African
18039,Genre: International | Tags: International;African
18043,Genre: International | Tags: International;Balkan
18044,Genre: International | Tags: International;Balkan
18112,Genre: Experimental | Tags: Avant-Garde;Experimental
18124,Genre: Experimental | Tags: Experimental
18144,Genre: Pop | Tags: Pop;Experimental Pop
18145,Genre: Pop | Tags: Pop;Experimental Pop
18146,Genre: Pop | Tags: Pop;Experimental Pop
18159,Genre: Folk | Tags: Psych-Folk;Folk
18197,Genre: Rock | Tags: Psych-Rock;Rock
18350,Genre: Folk | Tags: Folk;Singer-Songwriter
18607,Genre: Rock | Tags: Psych-Rock;Rock
18611,Genre: Rock | Tags: Psych-Rock;Rock
18876,Genre: Experimental | Tags: Experimental
18877,Genre: Experimental | Tags: Experimental
18887,Genre: Rock | Tags: Krautrock;Rock;Loud-Rock;Noise-Rock;Psych-Rock
19073,Genre: Pop | Tags: Pop
19074,Genre: Pop | Tags: Pop
19179,Genre: Rock | Tags: Rock Opera;Rock
19184,Genre: Rock | Tags: Rock Opera;Rock
19187,Genre: Rock | Tags: Rock Opera;Rock
19192,Genre: Experimental | Tags: Experimental
19412,Genre: Pop | Tags: Pop;Experimental Pop
19413,Genre: Pop | Tags: Pop;Experimental Pop
19415,Genre: Pop | Tags: Pop;Experimental Pop
19416,Genre: Pop | Tags: Pop;Experimental Pop
19417,Genre: Pop | Tags: Pop;Experimental Pop
19418,Genre: Pop | Tags: Pop;Experimental Pop
19420,Genre: Pop | Tags: Pop;Experimental Pop
19422,Genre: Pop | Tags: Pop;Experimental Pop
19423,Genre: Pop | Tags: Pop;Experimental Pop
19425,Genre: Pop | Tags: Pop
19438,Genre: Hip-Hop | Tags: Hip-Hop
19439,Genre: Hip-Hop | Tags: Hip-Hop
19441,Genre: Pop | Tags: Pop;Synth Pop
19442,Genre: Pop | Tags: Pop
19459,Genre: International | Tags: International;Latin America
19673,Genre: International | Tags: International;Brazilian;African
19674,Genre: International | Tags: International;Brazilian;African
19685,Genre: Rock | Tags: Space-Rock;Post-Rock;Rock
19689,Genre: Pop | Tags: Pop;Experimental Pop
19707,Genre: Folk | Tags: Folk
19708,Genre: Folk | Tags: Folk
19729,Genre: Hip-Hop | Tags: Hip-Hop
19758,Genre: Pop | Tags: Pop
19759,Genre: Pop | Tags: Pop
19760,Genre: Pop | Tags: Pop
19889,Genre: International | Tags: International;Reggae - Dub
19890,Genre: International | Tags: International;Reggae - Dub
19891,Genre: International | Tags: International;Reggae - Dub
20050,Genre: Rock | Tags: Rock
20296,Genre: Experimental | Tags: Avant-Garde;Experimental
20361,Genre: Instrumental | Tags: Soundtrack;Instrumental
20362,Genre: Instrumental | Tags: Soundtrack;Instrumental
20364,Genre: Instrumental | Tags: Soundtrack;Instrumental
20365,Genre: Instrumental | Tags: Soundtrack;Instrumental
20366,Genre: Instrumental | Tags: Soundtrack;Instrumental
20369,Genre: Instrumental | Tags: Soundtrack;Instrumental
20372,Genre: Instrumental | Tags: Soundtrack;Instrumental
20373,Genre: Instrumental | Tags: Soundtrack;Instrumental
20374,Genre: Instrumental | Tags: Soundtrack;Instrumental
20375,Genre: Instrumental | Tags: Soundtrack;Instrumental
20376,Genre: Instrumental | Tags: Soundtrack;Instrumental
20424,Genre: Experimental | Tags: Avant-Garde;Experimental
20432,Genre: International | Tags: International;Brazilian
20469,Genre: Hip-Hop | Tags: Hip-Hop
20667,Genre: Electronic | Tags: Chiptune;Chip Music;Electronic
20704,Genre: Pop | Tags: Pop;Experimental Pop
20818,Genre: Experimental | Tags: Noise;Experimental
21058,Genre: Experimental | Tags: Experimental
21085,Genre: Electronic | Tags: Chip Music;Electronic
21087,Genre: Folk | Tags: Folk;Psych-Folk
21167,Genre: Electronic | Tags: Dance;Techno;House;Electronic
21228,Genre: Hip-Hop | Tags: Hip-Hop
21231,Genre: Pop | Tags: Pop
21232,Genre: Pop | Tags: Pop
21400,Genre: Pop | Tags: Pop;Experimental Pop
21401,Genre: Pop | Tags: Pop;Experimental Pop
21402,Genre: Pop | Tags: Pop;Experimental Pop
21403,Genre: Pop | Tags: Pop;Experimental Pop
21404,Genre: Pop | Tags: Pop;Experimental Pop
21409,Genre: Pop | Tags: Pop;Experimental Pop
21422,Genre: Electronic | Tags: Electronic
21565,Genre: Pop | Tags: Pop;Experimental Pop
21587,Genre: Pop | Tags: Pop;Experimental Pop
21657,Genre: Pop | Tags: Pop;Experimental Pop
21672,Genre: Pop | Tags: Synth Pop;Pop
21676,Genre: Pop | Tags: Synth Pop;Pop
21677,Genre: Pop | Tags: Synth Pop;Pop
21707,Genre: Folk | Tags: Folk;Singer-Songwriter
21774,Genre: Experimental | Tags: Electroacoustic;Experimental
21842,Genre: Electronic | Tags: Minimal Electronic;Glitch;Ambient Electronic;Electronic
21859,Genre: Rock | Tags: Indie-Rock;Rock
21860,Genre: Rock | Tags: Indie-Rock;Rock
21891,Genre: Electronic | Tags: Dubstep;Electronic
21895,Genre: Electronic | Tags: Dubstep;Electronic
21995,Genre: Pop | Tags: Pop;Experimental Pop
21996,Genre: Pop | Tags: Pop;Experimental Pop
21997,Genre: Pop | Tags: Pop;Experimental Pop
21998,Genre: Pop | Tags: Pop;Experimental Pop
21999,Genre: Pop | Tags: Pop;Experimental Pop
22000,Genre: Pop | Tags: Pop;Experimental Pop
22001,Genre: Pop | Tags: Pop;Experimental Pop
22088,Genre: Hip-Hop | Tags: Hip-Hop
22091,Genre: Hip-Hop | Tags: Hip-Hop
22093,Genre: Rock | Tags: Rock
22094,Genre: Hip-Hop | Tags: Hip-Hop
22095,Genre: Electronic | Tags: Chill-out;House;Trip-Hop;Electronic
22097,Genre: Pop | Tags: Pop
22150,Genre: Experimental | Tags: Noise;Avant-Garde;Improv;Experimental
22295,Genre: Hip-Hop | Tags: Hip-Hop
22296,Genre: Hip-Hop | Tags: Hip-Hop
22315,Genre: International | Tags: International;Middle East
22348,Genre: Pop | Tags: Pop
22472,Genre: Pop | Tags: Pop;Experimental Pop
22473,Genre: Pop | Tags: Pop;Experimental Pop
22474,Genre: Pop | Tags: Pop;Experimental Pop
22475,Genre: Pop | Tags: Pop;Experimental Pop
22476,Genre: Pop | Tags: Pop;Experimental Pop
22477,Genre: Pop | Tags: Pop;Experimental Pop
22478,Genre: Pop | Tags: Pop;Experimental Pop
22479,Genre: Pop | Tags: Pop;Experimental Pop
22480,Genre: Pop | Tags: Pop;Experimental Pop
22481,Genre: Pop | Tags: Pop;Experimental Pop
23010,Genre: Electronic | Tags: Electronic
23013,Genre: Electronic | Tags: Electronic
23014,Genre: Folk | Tags: Folk
23015,Genre: Folk | Tags: Folk
23016,Genre: Electronic | Tags: Electronic
23037,Genre: Rock | Tags: Rock
23039,Genre: Pop | Tags: Pop
23041,Genre: Rock | Tags: Post-Punk;Punk;Rock
23063,Genre: Experimental | Tags: Experimental
23155,Genre: International | Tags: International;Europe
23156,Genre: International | Tags: International;Europe
23172,Genre: Rock | Tags: Rock
23329,Genre: Experimental | Tags: Noise;Experimental;Electroacoustic;Drone;Improv
23353,Genre: Electronic | Tags: Ambient Electronic;Electronic
23355,Genre: Electronic | Tags: Electronic
23371,Genre: Folk | Tags: Folk
23372,Genre: Electronic | Tags: Minimal Electronic;Ambient Electronic;Electronic
23505,Genre: Electronic | Tags: Trip-Hop;Electronic
23862,Genre: Electronic | Tags: Chiptune;Chip Music;Electronic
24216,Genre: Experimental | Tags: Sound Art;Experimental
24217,Genre: Experimental | Tags: Sound Art;Experimental
24218,Genre: Experimental | Tags: Sound Art;Experimental
24362,Genre: International | Tags: International;Latin America
24363,Genre: International | Tags: International;Latin America
24364,Genre: International | Tags: International;Latin America
24365,Genre: International | Tags: International;Latin America
24366,Genre: International | Tags: International;Latin America
24367,Genre: International | Tags: International;Latin America
24368,Genre: International | Tags: International;Latin America
24369,Genre: International | Tags: International;Latin America
24370,Genre: International | Tags: International;Latin America
24371,Genre: International | Tags: International;Latin America
24418,Genre: Hip-Hop | Tags: Hip-Hop
24420,Genre: Hip-Hop | Tags: Hip-Hop
24421,Genre: Hip-Hop | Tags: Hip-Hop
24422,Genre: Hip-Hop | Tags: Hip-Hop
24423,Genre: Hip-Hop | Tags: Hip-Hop
24424,Genre: Hip-Hop | Tags: Hip-Hop
24425,Genre: Hip-Hop | Tags: Hip-Hop
24426,Genre: Hip-Hop | Tags: Hip-Hop
24427,Genre: Hip-Hop | Tags: Hip-Hop
24428,Genre: Hip-Hop | Tags: Hip-Hop
24429,Genre: Hip-Hop | Tags: Hip-Hop
24430,Genre: Hip-Hop | Tags: Hip-Hop
24431,Genre: Hip-Hop | Tags: Hip-Hop
24432,Genre: Hip-Hop | Tags: Hip-Hop
24512,Genre: Experimental | Tags: Electroacoustic;Sound Poetry;Experimental
24515,Genre: Experimental | Tags: Electroacoustic;Sound Poetry;Experimental
24521,Genre: Experimental | Tags: Electroacoustic;Sound Poetry;Experimental
24524,Genre: Experimental | Tags: Electroacoustic;Sound Poetry;Experimental
24698,Genre: International | Tags: International;Balkan;Europe
24699,Genre: International | Tags: International;Balkan;Europe
24700,Genre: International | Tags: International;Balkan;Europe
24701,Genre: International | Tags: International;Balkan;Europe
